id,title_english,title_original,director,country,winner,festival,year_festival,link_film,link_director,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,InternetMovieDatabaseRating,RottenTomatoesRating,MetacriticRating,Error,totalSeasons,Ratings
3692,Dear Louise,Chère Louise,Philippe de Broca,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/Dear_Louise,https://en.wikipedia.org/wiki/Philippe_de_Broca,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Movie not found!,,
3693,A Fan's Notes,N/A,Eric Till,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/A_Fan%27s_Notes_(film),https://en.wikipedia.org/wiki/Eric_Till,A Fan's Notes,1972,R,21 Jul 1972,90 min,"Comedy, Drama",Eric Till,"Frederick Earl Exley (book), William Kinsolving","Jerry Orbach, Patricia Collins, Burgess Meredith, Rosemary Murphy","A writer has a mental breakdown, unable to deal with the society around him. Based on Frederick Exley's novel.",English,Canada,1 nomination.,N/A,N/A,5.6,14,tt0068571,movie,N/A,N/A,N/A,N/A,True,5.6/10,N/A,N/A,,,
3694,Havoc,Das Unheil,Peter Fleischmann,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/Havoc_(1972_film),https://en.wikipedia.org/wiki/Peter_Fleischmann,Havoc,1972,N/A,11 Oct 1972,106 min,Thriller,Peter Fleischmann,"Peter Fleischmann, Martin Walser (screenplay)","Vitus Zeplichal, Reinhard Kolldehoff, Silke Kulik, Helga Riedel-Hassenstein","Pollution, disaffection, moral decay and social unrest surround a church and its pastor's family heading toward a celebration over the return of its bells.",German,"France, West Germany",1 nomination.,N/A,N/A,6.6,32,tt0067904,movie,N/A,N/A,N/A,N/A,True,6.6/10,N/A,N/A,,,
3695,Hearth Fires,Les Feux de la Chandeleur,Serge Korber,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/Hearth_Fires,https://en.wikipedia.org/wiki/Serge_Korber,Hearth Fires,1972,N/A,24 May 1972,95 min,Drama,Serge Korber,"Serge Korber, Catherine Paysan, Pierre Uytterhoeven","Annie Girardot, Jean Rochefort, Claude Jade, Bernard Le Coq","Seit Jahren lebt Marie-Louise allein mit ihren Kindern Laura und Jean-Paul. Als der untreue Gatte wieder auftaucht, hält Medizinstudentin Laura zur Mutter, doch Jean-Paul wendet sich von ihr ab, als sie den Treulosen zurückerobern will...",French,"France, Italy",1 nomination.,https://m.media-amazon.com/images/M/MV5BODkzZTVkOGItMDZmMy00YjhlLTk3ZmItNDM2ODA3YWYzZjJiXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,N/A,5.9,251,tt0173821,movie,N/A,N/A,N/A,N/A,True,5.9/10,N/A,N/A,,,
3696,I Love You Rosa,Ani Ohev Otach Rosa,Moshé Mizrahi,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/I_Love_You_Rosa,https://en.wikipedia.org/wiki/Mosh%C3%A9_Mizrahi,I Love You Rosa,1972,N/A,12 Feb 1972,77 min,Drama,Moshé Mizrahi,Moshé Mizrahi,"Michal Bat-Adam, Gabi Otterman, Joseph Shiloach, Levana Finkelstein","This story centers on the Jewish practice that requires an unmarried brother to marry the childless widow of his dead brother. In this story the younger brother is only 12 years old when his brother dies. The requirement is avoided by a legal fiction, but as time passes in the story, the situation changes.",Hebrew,Israel,Nominated for 1 Oscar. Another 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTcwMzczNDkwNl5BMl5BanBnXkFtZTcwMTk1Mjk3Mw@@._V1_SX300.jpg,N/A,6.7,126,tt0068213,movie,31 Mar 2009,N/A,N/A,N/A,True,6.7/10,N/A,N/A,,,
3697,Images,N/A,Robert Altman,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/Images_(film),https://en.wikipedia.org/wiki/Robert_Altman,Images,1972,R,18 Dec 1972,104 min,"Drama, Horror, Mystery",Robert Altman,"Robert Altman, Susannah York (novel)","Susannah York, Rene Auberjonois, Marcel Bozzuffi, Hugh Millais","Like Polanski's heroine in Repulsion, Susannah York's character is one that is seemingly haunted by memories of undisclosed magnitude. These memories are perhaps rooted in some sort of past sexual turmoil that causes York's character to see men as inherently the same.","English, French","UK, USA",Nominated for 1 Oscar. Another 1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNjA1OTNhZWUtNjU2ZS00N2FiLTg3MDItYzFiOTZjNWJhNWE4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,N/A,7.2,"4,442",tt0068732,movie,16 Sep 2003,N/A,Columbia Pictures,N/A,True,7.2/10,75%,N/A,,,
3698,Jeremiah Johnson,N/A,Sydney Pollack,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/Jeremiah_Johnson_(film),https://en.wikipedia.org/wiki/Sydney_Pollack,Jeremiah Johnson,1972,GP,10 Sep 1972,108 min,"Adventure, Drama, Western",Sydney Pollack,"Vardis Fisher (novel), Raymond W. Thorp (story ""Crow Killer""), Robert Bunker (story ""Crow Killer""), John Milius (screenplay), Edward Anhalt (screenplay)","Robert Redford, Will Geer, Delle Bolton, Josh Albee","During the mid-nineteenth century, Jeremiah Johnson, after a stint in the US Army, decides that he would prefer a life of solitude and more importantly peace by living with nature in the mountains of the frontier of the American west. This plan entails finding a piece of land upon which to build a house. This quest ends up being not quite what he envisioned as he does require the assistance of others to find his footing, and in turn he amasses friends and acquaintances along the way, some who become more a part of his life than he would have imagined. Perhaps most importantly, some of those people provide him with the knowledge of how to co-exist with some of the many Indian tribes, most importantly the Crow, on whose land in Colorado Jeremiah ultimately decides to build his home. But an act by Jeremiah upon a request by the US Cavalry leads to a chain of events that may forever change the peaceful relationship he worked so hard to achieve with his neighbors and their land.","English, Crow, French",USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYzE0NWI0ZDctYjkwNi00YTM3LWI4MjYtZGRlN2JiMjZmYzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,75,7.6,"26,951",tt0068762,movie,30 Oct 1997,N/A,Warner Home Video,N/A,True,7.6/10,95%,75/100,,,
3699,"King, Queen, Knave",N/A,Jerzy Skolimowski,N/A,0,cannes,1972,"https://en.wikipedia.org/wiki/King,_Queen,_Knave_(film)",https://en.wikipedia.org/wiki/Jerzy_Skolimowski,"King, Queen, Knave",1972,R,01 Feb 1977,94 min,Comedy,Jerzy Skolimowski,"Vladimir Nabokov (novel), David Seltzer, David Shaw","David Niven, Gina Lollobrigida, John Moulder-Brown, Mario Adorf","Adopted by his rich uncle from Germany, British teenager Frank falls in-love with his uncle's Italian wife Martha, and has conflicting feelings when she suggests he should kill his uncle in order to have her and the family fortune.",English,"West Germany, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BYjFkYTgxZTMtZjI1My00YTlmLWFlYTAtNjhlMGVhMGEwMmZiXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,N/A,6.1,182,tt0068806,movie,N/A,N/A,AVCO Embassy Pictures,N/A,True,6.1/10,N/A,N/A,,,
3700,Malpertuis,N/A,Harry Kümel,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/Malpertuis_(film),https://en.wikipedia.org/wiki/Harry_K%C3%BCmel,Malpertuis,1971,N/A,N/A,125 min,"Drama, Fantasy, Horror",Harry Kümel,"Jean Ferry (screenplay and dialogue), Jean Ray (novel)","Orson Welles, Susan Hampshire, Michel Bouquet, Mathieu Carrière","Malpertuis is a labyrinth where characters issued from the Greek mythology are made prisoners by Cassavius. He manages to keep them (as well as his nephew and niece) as prisoners even after his death, through a binding testament. As the nephew unravels the mystery, we find out he cannot escape the house because Malpertuis is far more significant than we were led to believe.",Dutch,"Belgium, France, West Germany",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYTRjNTNiMzEtMjRkMy00Y2NlLTkxZWYtODkwMjUyNjliN2QyXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_SX300.jpg,N/A,6.9,"1,213",tt0067386,movie,N/A,N/A,N/A,N/A,True,6.9/10,N/A,N/A,,,
3701,The Mattei Affair,Il Caso Mattei,Francesco Rosi,N/A,1,cannes,1972,https://en.wikipedia.org/wiki/The_Mattei_Affair,https://en.wikipedia.org/wiki/Francesco_Rosi,The Mattei Affair,1972,R,26 Jan 1972,116 min,"Biography, Drama, History, Mystery",Francesco Rosi,"Francesco Rosi (story), Tonino Guerra (story), Francesco Rosi (screenplay), Tonino Guerra (screenplay), Nerio Minuzzo (collaboration), Tito Di Stefano (collaboration)","Gian Maria Volontè, Luigi Squarzina, Peter Baldwin, Renato Romano","Enrico Mattei helped change Italy's future, first as freedom-fighter against the Nazis, then as an investor in methane gas through a public company, A.G.I.P., and ultimately as the head of ENI, a state body formed for the development of oil resources. October 27, 1962, he died when his private airplane crashed, one minute before it should land at Milan airport. Officially, he died of a flight accident. Actually, many journalists explored other plausible reasons for the untimely landing of the small aircraft.","Italian, English",Italy,5 wins.,https://m.media-amazon.com/images/M/MV5BNjk0MDE4ODAtYTEwOC00MTliLWIwNWEtODMyNzNjNDRiMTNlXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_SX300.jpg,N/A,7.6,"1,404",tt0068346,movie,N/A,N/A,N/A,N/A,True,7.6/10,N/A,N/A,,,
3702,Oil Lamps,Petrolejové lampy,Juraj Herz,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/Oil_Lamps_(film),https://en.wikipedia.org/wiki/Juraj_Herz,Petrolejové lampy,1971,PG,01 Mar 1975,101 min,Drama,Juraj Herz,"Jaroslav Havlícek (novel), Meir Dohnal, Juraj Herz, Václav Sasek","Iva Janzurová, Petr Cepek, Marie Rosulková, Ota Sklencka","In 1900, Stepha, the vivacious 30 year old daughter of a wealthy couple, agrees to marry her cousin Paul, who has accumulated large debts as an Austrian army officer. Paul refuses to work ...",Czech,Czechoslovakia,1 nomination.,https://m.media-amazon.com/images/M/MV5BM2ZkNDM1NWItNmRmMC00YjcxLWI1MTUtNzQ2YzUyM2RmMmMyXkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_SX300.jpg,N/A,7.4,234,tt0067572,movie,N/A,N/A,N/A,N/A,True,7.4/10,N/A,N/A,,,
3703,Pearl in the Crown,Perla w koronie,Kazimierz Kutz,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/Pearl_in_the_Crown,https://en.wikipedia.org/wiki/Kazimierz_Kutz,Perla w koronie,1972,N/A,27 Jan 1972,111 min,Drama,Kazimierz Kutz,Kazimierz Kutz,"Lucja Kowolik, Olgierd Lukaszewicz, Jan Englert, Franciszek Pieczka",Film set during the Silesian Uprising in the 1920's. The German owners of a mine decide that it is unprofitable and want to close it by flooding it. The miners go on strike.,Polish,Poland,3 nominations.,https://m.media-amazon.com/images/M/MV5BN2M2NTk2YjYtZDVjNC00MGU5LWI2MTctNjY4YmQ0OGUzNzg4XkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,N/A,7.2,169,tt0069078,movie,N/A,N/A,N/A,N/A,True,7.2/10,N/A,N/A,,,
3704,Red Psalm,Még kér a nép,Miklós Jancsó,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/Red_Psalm,https://en.wikipedia.org/wiki/Mikl%C3%B3s_Jancs%C3%B3,Red Psalm,1972,N/A,09 Mar 1972,87 min,"Drama, Musical, War",Miklós Jancsó,Gyula Hernádi,"Andrea Drahota, Gyöngyi Bürös, Erzsi Cserhalmi, Mari Csomós","Set in the 1890s on the Hungarian plains, a group of farm workers go on strike in-which they face harsh reprisals and the reality of revolt, oppression, morality and violence.","Hungarian, English, Latin",Hungary,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYjlkZWIzNzYtMTA0ZC00MDA2LWE5MTgtNGNhNjBlOGNlODBmXkEyXkFqcGdeQXVyMjU4OTI3OA@@._V1_SX300.jpg,N/A,6.9,"1,246",tt0067467,movie,N/A,N/A,N/A,N/A,True,6.9/10,N/A,N/A,,,
3705,The Ruling Class,N/A,Peter Medak,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/The_Ruling_Class_(film),https://en.wikipedia.org/wiki/Peter_Medak,The Ruling Class,1972,PG,15 Sep 1972,154 min,"Comedy, Drama, Musical",Peter Medak,"Peter Barnes (screenplay), Peter Barnes (play)","Hugh Owens, Harry Andrews, Arthur Lowe, William Mervyn","A member of the House of Lords dies in a shockingly silly way, leaving his estate to his son. Unfortunately, his son is insane: he thinks he is Jesus Christ. The other somewhat-more respectable members of their family plot to steal the estate from him. Murder and mayhem ensues.","English, French, Italian, German, Latin",UK,Nominated for 1 Oscar. Another 2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BZmQyZDI5ZmItZGExNy00YzJmLWE3NmYtNTBiMjcwMWFkNzkxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,7.5,"5,399",tt0069198,movie,30 Oct 2001,N/A,Keep Films,N/A,True,7.5/10,83%,N/A,,,
3706,The Seduction of Mimi,Mimí metallurgico ferito nell'onore,Lina Wertmüller,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/The_Seduction_of_Mimi,https://en.wikipedia.org/wiki/Lina_Wertm%C3%BCller,The Seduction of Mimi,1972,R,28 Jun 1972,108 min,"Comedy, Drama",Lina Wertmüller,"Lina Wertmüller (screenplay), Lina Wertmüller (story)","Giancarlo Giannini, Mariangela Melato, Turi Ferro, Agostina Belli","In Sicily, the mine worker Carmelo ""Mimí"" Mardocheo votes in the Communist Party candidate instead of in the Mafia's one believing that the suffrage is secret. After the elections, he loses his job and cannot find any other job in his village that is controlled by the mobster Don Calogero. He leaves his wife Rosalia with his family and travels to Turin expecting to find a job. He finds an illegal position in the civil construction that is also explored by the Mafia and when a coworker dies in an accident, he finds that the mobsters have dumped his body on the road. However, he does not report the crime to the police and lies to the mobster Salvatore Tricarico telling that he belongs to the family of a powerful mobster. Mimi gets a metallurgic position and joins the Communist Party. Then he fall in love with the virgin Trotskyite street vendor Fiorella Meneghini and they have a boy. When Mimi witness the mobster Vico Tricarico executing several men in a hotel, he survives but he does not report to the police. Mimi is transferred to Catania in a supervisory position against his will. He brings Fiore and their son to Sicily, but he is still married with Rosalia but he claims that he is ill and does not have sex with her. When Mimi learns that Rosalia is pregnant, he finds that he is a cuckold and plots a scheme to seduce and knock up Amalia Finocchiaro, who is the wife of Rosalia's lover. But his revenge does not work as planned.",Italian,Italy,8 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BN2EwNjI1NjgtZGM0MS00ZTVjLWIxMzQtYzI3NjJmYTk2ODMzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,7.5,"1,635",tt0068950,movie,31 Mar 1998,N/A,New Line Cinema,N/A,True,7.5/10,N/A,N/A,,,
3707,Silence,Chinmoku,Masahiro Shinoda,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/Silence_(1971_film),https://en.wikipedia.org/wiki/Masahiro_Shinoda,To Kill in Silence,1972,N/A,01 Nov 1974,99 min,N/A,Giuseppe Rolando,"Alberto Ardissone (story), Salvatore Laurani (screenplay), Giuseppe Rolando (screenplay), Giuseppe Rolando (story), Mino Roli (dialogue)","Ottavia Piccolo, Sylva Koscina, Gino Cervi, Rodolfo Baldini","Valeria (Piccolo) and Gianni (Baldini) are students and soon begin a love affair. When she becomes pregnant, they have to face the decision to have the child or an abortion.",Italian,Italy,N/A,https://m.media-amazon.com/images/M/MV5BNzAxODQzZGYtN2VjYy00MTY3LTk1NjgtOWExNmM3ZjM4MDVjXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_SX300.jpg,N/A,5.4,10,tt0069432,movie,N/A,N/A,N/A,N/A,True,5.4/10,N/A,N/A,,,
3708,Slaughterhouse-Five,N/A,George Roy Hill,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/Slaughterhouse-Five_(film),https://en.wikipedia.org/wiki/George_Roy_Hill,Slaughterhouse-Five,1972,R,15 Mar 1972,104 min,"Comedy, Drama, Sci-Fi, War",George Roy Hill,"Kurt Vonnegut Jr. (novel), Stephen Geller (screenplay)","Michael Sacks, Ron Leibman, Eugene Roche, Sharon Gans","Using his own terminology, Billy Pilgrim is ""unstuck in time"", which means he is moving between different points in his life uncontrollably, although he is aware of it at certain of those points as witnessed by the letter to the editor he writes to the Ilium Daily News about his situation. Primarily, he is moving between three general time periods and locations. The first is his stint as a GI during WWII, when, as a pacifist, he was acting as a Chaplain's assistant for his unit. This time is largely as a POW, where he was in Dresden the day of the bombing, spending it with among others an older compassionate GI named Edgar Derby, and a brash loudmouth GI named Paul Lazzaro. The second is his life as an optometrist in Ilium in upstate New York, eventually married to the wealthy and overbearing Valencia Merble, and having two offspring, Robert, who would spend his teen-aged years as a semi-delinquent, and Barbara, who would end up much like her mother. And the third is as an abductee on the planet Tralfamadore, along with his devoted dog Spot, and Hollywood starlet Montana Wildhack - who was not averse to taking off her clothes to further her career - the Tralfamadorians who have put them on display. The more time he spends on Tralfamadore, the more he understands the meaning of what is happening to him.","English, German",USA,Nominated for 1 Golden Globe. Another 3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNjE5MzE4ODAyMV5BMl5BanBnXkFtZTgwMTU3NTk4MDE@._V1_SX300.jpg,66,6.9,"11,573",tt0069280,movie,10 Oct 2000,N/A,Universal Pictures,N/A,True,6.9/10,80%,66/100,,,
3709,Solaris,Solyaris,Andrei Tarkovsky,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/Solaris_(1972_film),https://en.wikipedia.org/wiki/Andrei_Tarkovsky,Solaris,1972,PG,26 Sep 1972,167 min,"Drama, Mystery, Sci-Fi",Andrei Tarkovsky,"Stanislaw Lem (novel), Fridrikh Gorenshteyn (screenplay), Andrei Tarkovsky (screenplay)","Natalya Bondarchuk, Donatas Banionis, Jüri Järvet, Vladislav Dvorzhetskiy","The Solaris mission has established a base on a planet that appears to host some kind of intelligence, but the details are hazy and very secret. After the mysterious demise of one of the three scientists on the base, the main character is sent out to replace him. He finds the station run-down and the two remaining scientists cold and secretive. When he also encounters his wife who has been dead for ten years, he begins to appreciate the baffling nature of the alien intelligence.","Russian, German",Soviet Union,5 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BZmY4Yjc0OWQtZDRhMy00ODc2LWI2NGYtMWFlODYyN2VlNDQyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,90,8.1,"74,063",tt0069293,movie,26 Nov 2002,N/A,Kino International,N/A,True,8.1/10,95%,90/100,,,
3710,The Surveyors,Les arpenteurs,Michel Soutter,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/The_Surveyors,https://en.wikipedia.org/wiki/Michel_Soutter,The Surveyors,1972,N/A,01 Nov 1972,85 min,Drama,Michel Soutter,Michel Soutter,"Marie Dubois, Jean-Luc Bideau, Jacques Denis, Jacqueline Moore","Lucien asks a friend, Léon, to carry to the woman he desires, Alice, a basket of provisions and to thank him for it offers him its cap...",French,Switzerland,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTQ2NzIxMjE1MF5BMl5BanBnXkFtZTcwOTU0ODk3MQ@@._V1_SX300.jpg,N/A,6.5,74,tt0068221,movie,N/A,N/A,N/A,N/A,True,6.5/10,N/A,N/A,,,
3711,To Find a Man,N/A,Buzz Kulik,N/A,0,cannes,1972,https://en.wikipedia.org/wiki/To_Find_a_Man,https://en.wikipedia.org/wiki/Buzz_Kulik,To Find a Man,1972,GP,31 May 1972,90 min,"Comedy, Drama",Buzz Kulik,"Arnold Schulman (screenplay), S.J. Wilson (novel)","Pamela Sue Martin, Darren O'Connor, Lloyd Bridges, Phyllis Newman","The platonic friendship between two high school youths is explored through the attempts to get the girl an abortion. Her young male friend offers his support and tries to find her a doctor. She is grateful, but has trouble in expressing her thanks. At times funny, at other times touching, this is a refreshing, uncommon look at teenage friendship.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTI1NjYwMzEyMV5BMl5BanBnXkFtZTcwNzA1OTYyMQ@@._V1_SX300.jpg,N/A,6.9,104,tt0069385,movie,N/A,N/A,Sony Pictures Entertainment,N/A,True,6.9/10,N/A,N/A,,,
